cpd:C00001	H2O; Water
cpd:C00346	Ethanolamine phosphate; O-Phosphorylethanolamine; Phosphoethanolamine; O-Phosphoethanolamine
cpd:C00347	Long-chain carboxylate; Long-chain carboxylic acid
cpd:C00348	all-trans-Undecaprenyl phosphate
cpd:C00349	2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde
cpd:C00350	Phosphatidylethanolamine; (3-Phosphatidyl)ethanolamine; (3-Phosphatidyl)-ethanolamine; Cephalin; O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine; 1-Acyl-2-acyl-sn-glycero-3-phosphoethanolamine; L-1-Phosphatidylethanolamine
cpd:C00351	5'-Phosphooligonucleotide
cpd:C00352	D-Glucosamine 6-phosphate; D-Glucosamine phosphate
cpd:C00353	Geranylgeranyl diphosphate; Geranylgeranyl pyrophosphate; all-trans-Geranylgeranyl diphosphate; all-trans-Geranylgeranyl pyrophosphate; (2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate
cpd:C00354	D-Fructose 1,6-bisphosphate
cpd:C00355	3,4-Dihydroxy-L-phenylalanine; L-Dopa; 3-Hydroxy-L-tyrosine; L-beta-(3,4-Dihydroxyphenyl)alanine; Levodopa; Dihydroxy-L-phenylalanine
cpd:C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA; Hydroxymethylglutaryl-CoA; Hydroxymethylglutaroyl coenzyme A; HMG-CoA; 3-Hydroxy-3-methylglutaryl-CoA
cpd:C00357	N-Acetyl-D-glucosamine 6-phosphate
cpd:C00360	dAMP; 2'-Deoxyadenosine 5'-phosphate; 2'-Deoxyadenosine 5'-monophosphate; Deoxyadenylic acid; Deoxyadenosine monophosphate
cpd:C00361	dGDP; 2'-Deoxyguanosine 5'-diphosphate
cpd:C00362	dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate
cpd:C00363	dTDP; Deoxythymidine 5'-diphosphate
cpd:C00364	dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate
cpd:C00365	dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate
cpd:C00366	Urate; Uric acid
cpd:C00367	Casein
cpd:C00369	Starch; Glycogen
cpd:C00370	Sterol
cpd:C00371	Zeatin; N6-(4-Hydroxyisopentenyl)adenine; (E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol; trans-Zeatin
cpd:C00372	Dextran; 1,6-alpha-D-Glucan; (1,6-alpha-D-Glucosyl)n; (1,6-alpha-D-Glucosyl)n+1; (1,6-alpha-D-Glucosyl)m; (1,6-alpha-D-Glucosyl)m+1; Dextran 40; Dextran 70; Dextran 75
cpd:C00373	Elastin
cpd:C00374	Heparin; Enoxaparin; Bemiparin
cpd:C00375	RCH2NH2
cpd:C00376	Retinal; Vitamin A aldehyde; Retinene; all-trans-Retinal; all-trans-Vitamin A aldehyde; all-trans-Retinene
cpd:C00377	Steroid
cpd:C00378	Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
cpd:C00379	Xylitol
cpd:C00380	Cytosine
cpd:C00381	Dolichol
cpd:C00383	Malonate; Malonic acid; Propanedioic acid
cpd:C00384	Neomycin
cpd:C00385	Xanthine
cpd:C00386	Carnosine; Nalpha-(beta-alanyl)-L-histidine
cpd:C00387	Guanosine
cpd:C00388	Histamine; 1H-Imidazole-4-ethanamine; 2-(4-Imidazolyl)ethylamine
cpd:C00389	Quercetin; 3,3',4,5,7-Pentahydroxyflavone; 3,5,7,3',4'-Pentahydroxyflavone
cpd:C00390	Ubiquinol; QH2; CoQH2
cpd:C00391	Calmodulin
cpd:C00392	Mannitol; D-Mannitol
cpd:C00393	Fibrinogen; Blood coagulation factor I
cpd:C00394	GDP-glucose; GDP-D-glucose; GDP-alpha-D-glucose
cpd:C00395	Penicillin; Penam
cpd:C00396	Pyrimidine; Pyrimidine base
cpd:C00397	Tobramycin; Nebramycin factor 6; 3'-Deoxykanamycin B
cpd:C00398	Tryptamine; 3-(2-Aminoethyl)indole
cpd:C00399	Ubiquinone; Coenzyme Q; CoQ; Q
cpd:C00400	(-)-Menthol; L-Menthol
cpd:C00401	Chondroitin; Chondroitin-D-glucuronate
cpd:C00402	D-Aspartate; D-Aspartic acid
cpd:C00403	Polypeptide
cpd:C00404	Polyphosphate; (Phosphate)n; (Phosphate)n+1; (Phosphate)n-1; (Polyphosphate)n; (Polyphosphate)n-1
cpd:C00405	D-Amino acid
cpd:C00406	Feruloyl-CoA; trans-Feruloyl-CoA
cpd:C00407	L-Isoleucine; 2-Amino-3-methylvaleric acid
cpd:C00408	L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid
cpd:C00409	Methanethiol; Methylmercaptan
cpd:C00410	Progesterone; 4-Pregnene-3,20-dione
cpd:C00411	Sinapoyl-CoA
cpd:C00412	Stearoyl-CoA; Stearyl-CoA; Stearyl coenzyme A
cpd:C00413	Streptomycin
cpd:C00414	Cyclohexanone
cpd:C00415	Dihydrofolate; Dihydrofolic acid; 7,8-Dihydrofolate; 7,8-Dihydrofolic acid; 7,8-Dihydropteroylglutamate
cpd:C00416	Phosphatidate; Phosphatidic acid; 1,2-Diacyl-sn-glycerol 3-phosphate; 3-sn-Phosphatidate
cpd:C00417	cis-Aconitate; cis-Aconitic acid
cpd:C00418	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid
cpd:C00419	Polynucleotide
cpd:C00420	Polysaccharide; Glycan; Polyglycose
cpd:C00422	Triacylglycerol; Triglyceride
cpd:C00423	trans-Cinnamate; trans-Cinnamic acid; (E)-Cinnamate; (2E)-3-Phenylprop-2-enoate
cpd:C00424	(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde
cpd:C00426	Dermatan sulfate
cpd:C00427	Prostaglandin H2; (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; PGH2; (5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate
cpd:C00429	5,6-Dihydrouracil; Dihydro-2,4(1H,3H)-pyrimidinedione; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil; 2,4-Dioxotetrahydropyrimidine
cpd:C00430	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid
cpd:C00431	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid
cpd:C00433	2,5-Dioxopentanoate; 2-Oxoglutarate semialdehyde
cpd:C00434	Double-stranded DNA
cpd:C00435	Oxidized rubredoxin
cpd:C00436	N-Carbamoylputrescine
cpd:C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
cpd:C00438	N-Carbamoyl-L-aspartate
cpd:C00439	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate
cpd:C00440	5-Methyltetrahydrofolate
cpd:C00441	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde
cpd:C00444	5'-Phosphooligoribonucleotide
cpd:C00445	5,10-Methenyltetrahydrofolate
cpd:C00446	alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate
cpd:C00447	Sedoheptulose 1,7-bisphosphate; D-Sedoheptulose 1,7-bisphosphate; D-altro-Heptulose 1,7-biphosphate
cpd:C00448	trans,trans-Farnesyl diphosphate; Farnesyl diphosphate; Farnesyl pyrophosphate; 2-trans,6-trans-Farnesyl diphosphate; (2E,6E)-Farnesyl diphosphate
cpd:C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid
cpd:C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate; Delta1-Piperideine-6-L-carboxylate
cpd:C00451	(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate; D-threo-Isocitric acid
cpd:C00454	NDP; Nucleoside diphosphate; Nucleoside 5'-diphosphate
cpd:C00455	Nicotinamide D-ribonucleotide; NMN; Nicotinamide mononucleotide; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide
cpd:C00458	dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate
cpd:C00459	dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP
cpd:C00460	dUTP; 2'-Deoxyuridine 5'-triphosphate
cpd:C00461	Chitin; beta-1,4-Poly-N-acetyl-D-glucosamine; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1
cpd:C00462	Halide; Hydrogen halide; HX; Halo acid
cpd:C00463	Indole; 2,3-Benzopyrrole
cpd:C00464	Mannan; Mannoglycan
cpd:C00466	Acetoin; 2-Acetoin; 3-Hydroxybutan-2-one; 3-Hydroxy-2-butanone; Dimethylketol
cpd:C00468	Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one
cpd:C00469	Ethanol; Ethyl alcohol; Methylcarbinol
cpd:C00470	Pectate; Pectic acid; alpha-D-Polygalacturonic acid; Poly(1,4-alpha-D-galacturonate); Poly(1,4-alpha-D-galacturonate)(n); (1,4-alpha-D-Galacturonide)n; [(1->4)-alpha-D-Galacturonosyl]n; De-esterified pectin
cpd:C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
cpd:C00473	Retinol; all-trans-Retinol; Vitamin A; Vitamin A1
cpd:C00474	Ribitol; Adonitol
cpd:C00475	Cytidine
cpd:C00476	D-Lyxose
cpd:C00477	Ecdysone
cpd:C00478	Lichenin; Lichenan
cpd:C00479	Propanal; Propionaldehyde
cpd:C00480	Pullulan
cpd:C00481	Pyrazole; 1,2-Diazole
cpd:C00482	Sinapate; Sinapic acid; 3,5-Dimethoxy-4-hydroxycinnamic acid
cpd:C00483	Tyramine; 2-(p-Hydroxyphenyl)ethylamine
cpd:C00484	Arylamide
cpd:C00486	Bilirubin
cpd:C00487	Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
cpd:C00488	Formamide; Methanamide
cpd:C00489	Glutarate; Glutaric acid; Pentanedioic acid; 1,3-Propanedicarboxylic acid
cpd:C00490	Itaconate; Itaconic acid; Methylenesuccinic acid
cpd:C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
cpd:C00492	Raffinose; Melitose; Melitriose; Gossypose; 6G-alpha-D-galactosylsucrose
cpd:C00493	Shikimate; Shikimic acid; 3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid
cpd:C00494	Sisomicin; Antibiotic 6640; Dehydrogentamicin Cla; Rickamicin
cpd:C00495	Sulochrin
cpd:C00496	Ubiquitin
cpd:C00497	(R)-Malate; D-Malate; D-Malic acid
cpd:C00498	ADP-glucose; ADP-alpha-D-glucose; Adenosine diphosphoglucose
cpd:C00499	Allantoate; Allantoic acid
cpd:C00500	Biliverdin; Biliverdin IX alpha
cpd:C00501	CDP-glucose; CDP-D-Glucose
cpd:C00502	D-Xylonate
cpd:C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
cpd:C00504	Folate; Pteroylglutamic acid; Folic acid
cpd:C00505	Gentamicin
cpd:C00506	L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid
cpd:C00507	L-Rhamnose; 6-Deoxy-L-mannose; L-Mannomethylose; L-Rhamnopyranose
cpd:C00508	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose
cpd:C00509	Naringenin; 4',5,7-Trihydroxyflavanone; (2S)-Naringenin; (-)-(2S)-Naringenin
cpd:C00510	Oleoyl-CoA; (9Z)-Octadecenoyl-CoA
cpd:C00511	Acrylic acid; Propenoate; Acrylate; 2-Propenoic acid; Vinylformic acid
cpd:C00512	Benzoyl-CoA; S-Benzoyl-coenzyme A
cpd:C00513	CDP-glycerol
cpd:C00514	D-Mannonate
cpd:C00515	D-Ornithine
cpd:C00516	Fibronectin
cpd:C00517	Hexadecanal; Palmitaldehyde
cpd:C00518	Hyaluronate; Hyaluronic acid; Hyaluronan; [beta-N-Acetyl-D-glucosaminyl(1,4)beta-D-glucuronosyl(1,3)]n
cpd:C00519	Hypotaurine; 2-Aminoethanesulfinic acid
cpd:C00521	(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene
cpd:C00522	(R)-Pantoate; Pantoate; Pantoic acid
cpd:C00523	Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
cpd:C00524	Cytochrome c; Holocytochrome c
cpd:C00525	D-Tryptophan
cpd:C00526	Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine
cpd:C00527	Glutaryl-CoA
cpd:C00528	Glycopeptide
cpd:C00530	Hydroquinone; p-Benzenediol; 1,4-Benzenediol; 1,4-Dihydroxybenzene; Benzene-1,4-diol; Quinol; 4-Hydroxyphenol
cpd:C00531	Itaconyl-CoA
cpd:C00532	L-Arabitol; L-Arabinol; L-Arabinitol; L-Lyxitol
cpd:C00533	Nitric oxide; NO; Nitrogen monoxide
cpd:C00534	Pyridoxamine; PM
cpd:C00535	Testosterone; 17beta-Hydroxy-4-androsten-3-one
cpd:C00536	Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate
cpd:C00538	2-Oxoaldehyde
cpd:C00539	Aromatic acid; Aromatic carboxylic acid
cpd:C00540	Cinnamoyl-CoA; S-(Cinnamoyl) coenzyme A
cpd:C00541	Cob(II)alamin; Vitamin B12r
cpd:C00542	Cystathionine
cpd:C00543	Dimethylamine; (CH3)2NH
cpd:C00544	Homogentisate; Homogentisic acid; 2,5-Dihydroxyphenylacetic acid; 2,5-Dihydroxyphenylacetate
cpd:C00545	L-Arabinonate
cpd:C00546	Methylglyoxal; Pyruvaldehyde; Pyruvic aldehyde; 2-Ketopropionaldehyde; 2-Oxopropanal
cpd:C00547	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol
cpd:C00548	Phenyl acetate; Acetylphenol; Acetic acid,phenyl ester
cpd:C00549	RNA (poly(U))
cpd:C00550	Sphingomyelin
cpd:C00551	beta-D-Glucan; beta-Glucan
cpd:C00552	meso-Tartaric acid; meso-Tartrate
cpd:C00553	(+)-Neomenthol
cpd:C00555	4-Aminobutyraldehyde; 4-Aminobutanal
cpd:C00556	Benzyl alcohol; alpha-Hydroxytoluene; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene
cpd:C00557	Cyclopentanone
cpd:C00558	D-Tagaturonate; D-Tagaturonic acid
cpd:C00559	Deoxyadenosine; 2'-Deoxyadenosine
cpd:C00561	Mandelonitrile; Benzaldehyde cyanohydrin; (R)-Mandelonitrile
cpd:C00562	Phosphoprotein
cpd:C00563	Phosphoramidon
cpd:C00565	Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine
cpd:C00566	(3S)-Citryl-CoA
cpd:C00568	4-Aminobenzoate; ABEE; 4-Aminobenzoic acid; p-Aminobenzoate
cpd:C00569	Arabinogalactan; Arabinogalactoglycan
cpd:C00570	CDP-ethanolamine; Cytidine diphosphate ethanolamine
cpd:C00571	Cyclohexylamine; Cyclohexanamine
cpd:C00573	Keratan sulfate; Kerato sulfate; Keratan 6'-sulfate; Keratan; Kerato 6'-sulfate
cpd:C00574	beta-D-Fucoside
cpd:C00575	3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; Adenosine 3',5'-cyclic phosphate; cAMP
cpd:C00576	Betaine aldehyde
cpd:C00577	D-Glyceraldehyde
cpd:C00579	Dihydrolipoamide; Dihydrothioctamide
cpd:C00580	Dimethyl sulfide; Methyl sulfide; Methyl thioether
cpd:C00581	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid
cpd:C00582	Phenylacetyl-CoA; Phenylacetyl coenzyme A
cpd:C00583	Propane-1,2-diol; 1,2-Propanediol; Propylene glycol
cpd:C00584	Prostaglandin E2; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate; Dinoprostone; PGE2
cpd:C00585	Protein tyrosine; [Protein]-L-tyrosine
cpd:C00586	2-Deoxy-D-glucose; 2-Deoxy-D-arabino-hexose; D-arabino-2-Deoxyhexose
cpd:C00587	3-Hydroxybenzoate; 3-Hydroxybenzoic acid; m-Hydroxybenzoic acid
cpd:C00588	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine
cpd:C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol; trans-Coniferyl alcohol
cpd:C00591	N-Acylneuraminate
cpd:C00593	Sulfoacetaldehyde; 2-Sulfoacetaldehyde
cpd:C00596	2-Hydroxy-2,4-pentadienoate; cis-2-Hydroxypenta-2,4-dienoate; Oxopent-4-enoate; 2-Oxopent-4-enoate; 2-Hydroxypenta-2,4-dienoate
cpd:C00597	Glycerate 3-phosphate; 3-Phosphoglycerate
cpd:C00599	Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one
cpd:C00601	Phenylacetaldehyde; alpha-Tolualdehyde
cpd:C00602	beta-D-Galactoside
cpd:C00603	(-)-Ureidoglycolate; (S)-Ureidoglycolate
cpd:C00604	1,10-Phenanthroline; o-Phenanthroline
cpd:C00605	2,3-Dehydroacyl-CoA; Dehydroacyl-CoA
cpd:C00606	3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine
cpd:C00607	Chondroitin sulfate
cpd:C00608	Deoxyribonucleotide
cpd:C00609	Long-chain aldehyde
cpd:C00611	N-Acetyllactosamine; beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine
cpd:C00612	N1-Acetylspermidine
cpd:C00613	Protein-L-arginine; Peptide L-arginine
cpd:C00614	Protein glutamate; Protein L-glutamate
cpd:C00615	Protein histidine; Protein L-histidine; [Protein]-L-histidine
cpd:C00616	Quercetin 3-sulfate
cpd:C00617	UDP-D-galacturonate; UDPgalacturonate; UDP-alpha-D-galacturonate
cpd:C00618	3-Dehydro-L-gulonate
cpd:C00619	3-Oxo-Delta4-steroid
cpd:C00620	alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate
cpd:C00621	Dolichyl diphosphate; Dolichol diphosphate
cpd:C00623	sn-Glycerol 1-phosphate; sn-Gro-1-P; L-Glycerol 1-phosphate
cpd:C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
cpd:C00625	N-Acyl-D-mannosamine
cpd:C00627	Pyridoxine phosphate; Pyridoxine 5-phosphate; Pyridoxine 5'-phosphate; Pyridoxol 5'-phosphate
cpd:C00628	2,5-Dihydroxybenzoate; 2,5-Dihydroxybenzoic acid; Gentisic acid; Hydroquinonecarboxylic acid; Gentisate
cpd:C00630	2-Methylpropanoyl-CoA; 2-Methylpropionyl-CoA; Isobutyryl-CoA
cpd:C00631	2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate
cpd:C00632	3-Hydroxyanthranilate; 3-Hydroxyanthranilic acid
cpd:C00633	4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
cpd:C00634	Chondroitin 4-sulfate; Chondroitin sulfate A; Chondroitin 4'-sulfate
cpd:C00635	Chondroitin 6-sulfate; Chondroitin sulfate C; Chondroitin 6'-sulfate
cpd:C00636	D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate
cpd:C00637	Indole-3-acetaldehyde; 2-(Indol-3-yl)acetaldehyde; Indoleacetaldehyde
cpd:C00638	Long-chain fatty acid; Higher fatty acid
cpd:C00639	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583; (5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate
cpd:C00640	(3S)-3-Hydroxyacyl-CoA; (S)-3-Hydroxyacyl-CoA
cpd:C00641	1,2-Diacyl-sn-glycerol; 1,2-Diacylglycerol; L-1,2-Diacylglycerol
cpd:C00642	4-Hydroxyphenylacetate; 4-Hydroxyphenylacetic acid
cpd:C00643	5-Hydroxy-L-tryptophan; Oxitriptan
cpd:C00644	D-Mannitol 1-phosphate
cpd:C00645	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose
cpd:C00647	Pyridoxamine phosphate; Pyridoxamine 5-phosphate; Pyridoxamine 5'-phosphate
cpd:C00650	4-Hydroxymandelonitrile
cpd:C00651	4-Methylene-L-glutamate
cpd:C00652	D-Arabinono-1,4-lactone
cpd:C00653	Poly(ribitol phosphate); Poly-1,5-ribitol phosphate; (Ribitol phosphate)n; (Ribitol phosphate)n+1
cpd:C00655	Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate
cpd:C00658	trans-2,3-Dehydroacyl-CoA; trans-2-Enoyl-CoA; trans-2,3-Didehydroacyl-CoA; trans-Didehydroacyl-CoA; (2E)-2-Enoyl-CoA
cpd:C00659	2-Aceto-2-hydroxybutanoate
cpd:C00661	Glyceraldehyde 3-phosphate
cpd:C00662	Reduced adrenal ferredoxin; Reduced adrenodoxin
cpd:C00663	beta-D-Glucose 1-phosphate
cpd:C00664	5-Formiminotetrahydrofolate; 5-Formimidoyltetrahydrofolate
cpd:C00665	beta-D-Fructose 2,6-bisphosphate; D-Fructose 2,6-bisphosphate
cpd:C00666	LL-2,6-Diaminoheptanedioate; LL-2,6-Diaminopimelate; LL-2,6-Diaminopimelic acid
cpd:C00667	Oxidized adrenal ferredoxin; Oxidized adrenodoxin
cpd:C00668	alpha-D-Glucose 6-phosphate
cpd:C00669	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine
cpd:C00670	sn-Glycero-3-phosphocholine; Glycerophosphocholine
cpd:C00671	(S)-3-Methyl-2-oxopentanoic acid; (S)-3-Methyl-2-oxopentanoate; (3S)-3-Methyl-2-oxopentanoic acid; (3S)-3-Methyl-2-oxopentanoate
cpd:C00672	2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate
cpd:C00673	2-Deoxy-D-ribose 5-phosphate
cpd:C00674	5alpha-Androstane-3,17-dione; Androstanedione
cpd:C00675	Deoxynucleoside 3'-phosphate; 2'-Deoxyribonucleoside 3'-phosphate
cpd:C00676	Deoxynucleoside 5'-phosphate; 2'-Deoxynucleoside 5'-phosphate; 2'-Deoxyribonucleoside 5'-phosphate; 2'-Deoxynucleoside 5'-monophosphate; 2'-Deoxyribonucleoside 5'-monophosphate
cpd:C00677	Deoxynucleoside triphosphate; 2'-Deoxyribonucleoside 5'-triphosphate; 2'-Deoxyribonucleoside triphosphate
cpd:C00679	5-Dehydro-4-deoxy-D-glucarate; (2R,3S)-2,3-Dihydroxy-5-oxohexanedioate
cpd:C00680	meso-2,6-Diaminoheptanedioate; meso-2,6-Diaminopimelate; meso-2,6-Diaminopimelic acid; meso-Diaminoheptanedioate
cpd:C00681	1-Acyl-sn-glycerol 3-phosphate; 2-Lysophosphatidate; Lysophosphatidate; Lysophosphatidic acid
cpd:C00682	2-Hydroxymuconate semialdehyde; 2-Hydroxymuconic semialdehyde; 2-Hydroxymuconate-6-semialdehyde
cpd:C00683	(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
cpd:C00684	2-Dehydro-3-deoxy-L-arabinonate; 2-Dehydro-3-deoxy-L-pentonate
cpd:C00685	3-Oxoacyl-[acyl-carrier protein]
cpd:C00686	N-Acyl-D-mannosamine 6-phosphate
cpd:C00688	dTDP-4-dehydro-beta-L-rhamnose; dTDP-4-dehydro-6-deoxy-beta-L-mannose; dTDP-4-oxo-6-deoxy-L-mannose; dTDP-4-oxo-L-rhamnose
cpd:C00689	alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate
cpd:C00691	2,4,6/3,5-Pentahydroxycyclohexanone; scyllo-Inosose; 2-Inosose
cpd:C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate
cpd:C00693	trans-2,3-Dehydroacyl-[acyl-carrier protein]; trans-2-Enoyl-[acyl-carrier protein]
cpd:C00694	beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R; beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-R; beta-D-Galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R
cpd:C00695	Cholic acid; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid
cpd:C00696	Prostaglandin D2; (5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; PGD2
cpd:C00697	Nitrogen; N2
cpd:C00698	Cl-; Chloride; Chloride ion
cpd:C00700	XTP; Xanthosine 5'-triphosphate
cpd:C00701	Base; Nucleobase; Base1; Base2
cpd:C00703	Mercury(2+); Hg2+; Mercuric ion
cpd:C00704	O2.-; Superoxide anion; O2-
cpd:C00705	dCDP; 2'-Deoxycytidine diphosphate; 2'-Deoxycytidine 5'-diphosphate
cpd:C00706	Amine; Primary amine; Substituted amine
cpd:C00707	Xylan
cpd:C00708	Iodide; I-
cpd:C00711	Malate; Malic acid; 2-Hydroxybutanedioic acid
cpd:C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
cpd:C00713	Panose
cpd:C00714	Pectin; Poly(1,4-alpha-D-galacturonide)
cpd:C00715	Pterin; 2-Amino-4-oxopteridine; 2-Amino-4-hydroxypteridine
cpd:C00716	Serine; 2-Amino-3-hydroxypropionic acid; 3-Hydroxyalanine
cpd:C00717	Alditol; Glycitol; Sugar alcohol
cpd:C00718	Amylose; Amylose chain; (1,4-alpha-D-Glucosyl)n; (1,4-alpha-D-Glucosyl)n+1; (1,4-alpha-D-Glucosyl)n-1; 4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose; 1,4-alpha-D-Glucan
